model,alpha,score,good_rate,rmse,mape
ridge,0.001,0.9999918475754174,1.0,0.22561524409405326,8.152424582577647e-06
ridge,0.005179474679231213,0.9999577803812684,1.0,1.1683564414798433,4.221961873164345e-05
ridge,0.02682695795279726,0.9997814760706221,1.0,6.045795638536066,0.00021852392937795075
ridge,0.13894954943731375,0.9988721439080466,1.0,31.163183317893893,0.00112785609195348
ridge,0.7196856730011522,0.9942569760777173,1.0,157.5500909275871,0.005743023922282636
ridge,3.7275937203149416,0.9746254203631388,0.9979838709677419,732.7321728146869,0.027924929285682087
ridge,19.306977288832496,0.9119697695033341,0.9788306451612904,2718.992215540012,0.12550264492483415
ridge,100.0,0.7860915242920123,0.8991935483870968,7556.619399239114,0.47746926258585665
