model,alpha,score_mean,score_std,good_rate_mean,rmse_mean,mape_mean
ridge,0.001,0.23099944903079325,0.23369857385529466,0.6840051122049591,36714.15435498925,2.115089060760848
ridge,0.005179474679231213,0.2312960331420505,0.2339285657790153,0.6840051122049591,36688.37035881145,2.1141365665122693
ridge,0.02682695795279726,0.23255968046882944,0.23491851783081485,0.6850803810221633,36562.03626827911,2.109432428599902
ridge,0.13894954943731375,0.23786506775207822,0.23924877288328086,0.6901867566524735,36057.9693227299,2.090138639150884
ridge,0.7196856730011522,0.2512427747084242,0.2513212088092619,0.6993137341131779,35029.09746412114,2.047683334701329
ridge,3.7275937203149416,0.2605483978473982,0.26062804036365295,0.7025845836490326,34214.112194031855,2.0346778492756306
ridge,19.306977288832496,0.2628349673236581,0.26309940531926884,0.697570452970008,33566.22615737815,2.058223194693663
ridge,100.0,0.2606628391187829,0.2610106860548841,0.6921792141960513,32971.021895068254,2.115033986556853
